gene	fold change
B4GALT5	0.063655878
BRI3BP	-0.247023126
NOP16	0.303457987
BATF	0.215828921
MCOLN2	0.800240609
KIF20B	0.170191834
PCMTD1	0.034652843
NDUFAB1	-0.039804708
POLR3G	0.070311192
RAD51AP1	0.719671386
AQP3	-0.611423267
HMGCS1	-0.193484383
RIPK2	0.432513379
NDUFAF4	0.116760237
LRRC37A4	0.051405117
FAM57A	-0.331254253
TMEM88	-0.009440481
CYB5D1	0.059871679
MT2A	1.10768984
LDHA	0.185702326
GPR155	1.56634928
C5orf39	1.100727645
NR1D2	-0.494233089
CDCA2	-0.242275177
ERI2	0.011277877
MTHFD1L	-6.76E-05
KCNA3	0.185968457
BTN3A2	0.170900893
BNIP3	0.037122791
MCM8	-0.191339966
DPEP2	-0.492329974
TLCD1	-0.240580023
MCM3	-0.150015416
UNG	0.067755479
APOBEC3B	-0.093237143
FADS1	-0.339662876
C12orf35	-0.034803283
MYBL2	-0.101106695
PDSS1	-0.087933648
STK38	-0.439767855
OCM2	-0.225018223
FNBP1L	0.12660589
CDCA8	-0.286257203
TDRD7	2.508591733
BST2	2.697559836
PGAM1	-0.121036564
CYP1B1	-0.3212564
CHSY1	-0.05025869
GIMAP1	0.055588091
YPEL2	-0.545859993
PRDM1	0.2355175
DTX3L	1.196508359
C14orf156	0.087888644
PRG4	0.224125841
LY9	-0.642577578
NLRP1	-0.336841284
NOLC1	-0.143833146
POLD2	-0.078681787
TNFSF14	-0.125726669
FAH	-0.464254121
ADD3	-0.092197374
PRKACB	-0.280471826
SENP7	-0.076649862
CUBN	-0.102298523
CHRNA5	0.08634733
SCARNA6	0.174522354
MGAT4A	-0.631070354
CENPA	-0.110279629
MAOA	0.177501089
ADAM9	0.073541606
HPRT1	0.010006149
SLC38A5	0.858898125
POLA1	-0.200848961
HJURP	0.200631529
E2F8	0.211458212
MCM2	-0.026469092
BRCA2	0.92751285
CDK2AP1	-0.217235424
ALDH1L2	0.190202426
RFC2	0.039926565
VEGFA	0.186266097
TMEM140	1.40935122
NOG	-0.191061014
TIMD4	0.094105312
EPSTI1	2.341616713
PLCL1	0.570967363
FASN	-0.430042823
SRM	-0.183057838
GPN3	-0.193409664
DEPDC1B	0.157790217
ID2	-0.050884282
C13orf27	-0.179663969
NCRNA00152	-0.112178785
ARHGAP15	0.13752379
TRIM22	1.658255558
NCS1	0.030818931
FKBP4	-0.161334888
RAD54B	-0.047136351
RTP4	1.931178691
PLAGL2	-0.225741459
GATA3	-0.395019445
RACGAP1	-0.235366868
NMI	1.981544826
ELL2	0.270674682
JHDM1D	-0.49757758
CISD1	0.444111735
RPL22L1	0.408717141
GLIPR1	-0.192650815
ARHGAP11A	0.580618013
TUBG1	-0.091011129
AK5	-0.083930528
PNPT1	1.519178569
NLN	0.079075775
MCM6	-0.397506734
CD96	-0.164348585
OASL	2.159669379
CISH	-0.131268618
CTH	-0.118496825
THOC4	-0.258011761
CCT6A	0.037058121
BRIX1	0.242562127
SUN2	-0.658588526
TRIM25	2.105395475
NAPSA	0.310150624
POLR2H	-0.306559619
TP53INP1	-0.273486351
SUV39H2	0.025038099
SULT1B1	-0.181090716
OCM	-0.371605681
LOC1720	0.713617983
HSPH1	-0.240979199
RARRES3	0.21939044
C15orf23	-0.169247635
LYAR	0.139834733
GBP3	1.213650504
GRAPL	-0.247592447
DDX60	2.746472255
GPR174	-0.288248053
SLC16A1	0.017475976
PHGDH	-0.130957894
PION	0.056617677
SNRPD1	0.391084723
DDX21	0.069177644
SIPA1L2	0.244825646
RANBP1	-0.178744922
MEPE	0.396804688
TXNIP	-0.613728601
YES1	-0.143136091
LPAR6	-0.225001132
SLC39A14	-0.245458817
GTF3C6	0.021094404
CSDA	-0.15189474
FAIM3	-0.310769988
STMN1	-0.390486418
RMI1	-0.07781368
PSMB6	-0.381263925
PSMA6	0.48492997
C18orf19	0.690820628
SDC4	-0.15344907
NELL2	-0.66026961
SYTL3	0.247535788
PRMT5	-0.25143818
ENO1	-0.173953064
LOC100132346	0.393691555
CCT5	-0.228428042
AOAH	-0.250182132
RRM1	-0.528253063
NETO2	-0.033805793
CORO1C	-0.28421433
KLF3	-0.367055906
CDCA7	-0.341587732
CXCL11	2.999934886
RFC4	-0.073434956
IL7R	-0.014525409
UTP11L	-0.23118876
FABP5	0.065508352
KLRB1	-0.36925675
HSP90AA2	0.409241723
PLAC8	0.42004298
PSMD14	0.193407322
SPATS2L	3.024477017
FYB	0.019503554
WDR12	-0.053971409
CHAF1B	0.133012241
SAMD3	-0.140837992
CYSLTR1	-0.142000324
TRIB1	-0.542937275
MICAL2	-0.24008274
GBP5	0.445213263
BTN3A1	-0.420191773
NEIL3	-0.077046185
EPAS1	-0.528745758
SNRPG	-0.106866103
FLJ13197	-0.003949864
C1orf162	-0.323966999
MYC	0.029916748
CLDN1	0.035031314
CD40LG	0.196785898
TXN	0.354131849
GVIN1	0.276923541
PARP9	2.088958977
GIMAP2	0.479823086
CDC25A	0.140156748
C1QBP	0.280999129
UBE2T	-0.185130141
DNA2	-0.265358688
CENPV	-0.083688773
PHEX	-0.433382594
C5orf41	0.606276525
CD69	0.161418916
LIMA1	-0.112256245
NCAPG2	0.196251927
DYNLL1	-0.208745289
F5	0.098786317
ANP32E	-0.34959111
POLQ	-0.16859771
PSMB5	-0.537403542
FLT1	0.144203115
DUSP4	0.040925932
ZBED2	-0.162465747
FASLG	0.084272388
CCL3L1	0.500118288
CSF1	-0.174445095
KIAA1370	0.103261838
AIM2	0.65584178
TRIB2	-0.067262706
ORC1L	0.373879971
KIF2C	-0.111086207
DCUN1D5	0.309628765
EVI2B	-0.043994884
CXCL9	0.555210957
BCL2L1	-0.280500471
HIVEP3	-0.416471547
CTPS	0.081031746
ERP27	-0.114524734
PYHIN1	0.658158224
THEMIS	-0.448469431
PAR5	0.289814714
NPCDR1	0.14073391
TFRC	-0.122893392
NDC80	0.334711859
LIF	0.953069503
CKS1B	0.263796434
DHCR24	-0.223254714
TMEM71	-0.254552818
AHNAK	-0.230856937
DCTPP1	-0.188197291
TSC22D3	-0.108964967
CDK4	-0.182446499
ATP1B3	-0.001924586
CDCA5	-0.051605996
TUBA1C	-0.016918103
YPEL3	-0.257726152
IFIH1	2.4515412
GPR15	0.2137565
GCNT4	-0.298208972
PAICS	0.078565804
FAM54A	0.430981758
BRCA1	0.352066829
FOXM1	-0.162306708
DPYD	0.076613404
RFC3	-0.169015925
TC2N	-0.459674866
IPCEF1	0.480632921
SCML1	0.18372251
ZC3H6	0.045104208
PDCD4	0.326608614
ECT2	0.410480574
LOC100131581	0.244217276
SORL1	-0.461141761
KIAA1524	0.103317569
PPAT	0.122313872
APOO	0.335674249
TNIP3	0.27795303
KPNA2	-0.425333892
TRIP13	-0.191529561
EXO1	-0.162735595
IL17F	-0.052964168
ITGA6	0.376752787
SPAG5	-0.281866515
KIF18A	-0.012913999
EBNA1BP2	-0.121067937
TMEM63A	-0.491329234
FANCI	-0.126373252
GBP1	1.064771669
SCARNA4	0.408457555
CECR1	0.011803687
C3orf26	-0.507185073
TIPIN	0.285702843
SLC29A1	-0.180380039
GIMAP4	0.795826084
RDH10	-0.420262674
TCF7	-0.177879462
MPZL2	-0.170240603
IL31	-0.380572226
FADS2	-0.346863725
HSPD1	-0.061728442
CPM	0.359314663
GBP4	1.422326158
BLM	0.013983135
PCNA	-0.053974071
GIMAP7	0.546344692
CCNB1	0.309679141
MIR21	-0.103124598
SAMD9L	3.416186376
ABCD2	-0.092059859
CXCR4	-0.672584458
NUF2	0.19671035
CCNE2	-0.384594079
EIF2AK2	3.491033326
C15orf42	0.029172452
TMEM97	-0.101638532
NR4A1	-0.362385758
MYO1B	-0.149013313
CTLA4	0.028444334
RAD51	0.562614622
HSP90AA6P	1.157638011
FRMD4B	0.55042455
SLC7A11	-0.105231727
MIR17HG	0.174167588
CD274	0.885962533
PRC1	-0.228566873
SPRY1	-0.630454983
SGOL2	-0.008677329
DDX58	3.329550306
PLK1	0.280286512
ASF1B	0.253993726
CDK6	-0.032955229
TXK	-0.106064592
DDX60L	2.970641228
CENPF	0.310829888
STIL	-0.26113951
CENPN	0.106658564
KIF23	0.010349239
PIGW	-0.154783524
DUSP6	-0.076584939
SLFN5	0.977115591
CSGALNACT1	-0.377189595
MND1	-0.117942702
CHAC2	0.206667553
XAF1	3.654426501
LAMP3	2.607457107
PSAT1	0.527423797
MCM10	0.0470158
OAS2	3.682569332
CKAP2L	-0.03915596
PDE3B	-0.615808013
DSCC1	-0.001302253
GMNN	-0.142265119
ZBTB20	-0.062380752
CMPK2	3.539573687
PUS7	0.344884362
SPC25	0.097845139
SLC1A5	-0.178460112
TMEM45B	-0.547814578
CDC45	-0.163581066
SGOL1	0.047591736
NUSAP1	-0.061876641
PBK	-0.062748305
VDR	-0.161408417
B3GALT2	0.054548268
IL1R1	-0.214994838
RPF2	-0.050941497
CXCL13	0.78189146
OAS3	3.766580336
UTRN	0.680304553
TRANK1	2.121077742
DDIT4	-0.05503373
WDHD1	-0.564635153
FAM111B	0.084435953
SKA1	-0.076385892
BRIP1	0.680988349
RRM2	0.011632817
CKS2	-0.087710945
AREG	0.534906244
ANLN	0.405296508
IL13	0.10362994
NCAPH	-0.384587323
IFIT5	3.047192531
PLK4	0.111395296
NFKBID	-0.007617958
RNU4-2	1.105769055
XCL2	-0.136167597
BCL2A1	-0.204492602
MELK	0.327070955
LOC100289612	-0.148390546
HELLS	-0.377752363
CASC5	0.531067404
ATM	-0.121650797
EZH2	-0.290744853
WARS	0.606135353
IER3	-0.282546073
SYNE2	0.369620416
PLSCR1	3.468325451
DEPDC1	0.306810488
B3GNT5	-0.45954274
HERC5	3.976975661
PRR11	0.158095057
MTHFD2	-0.020937898
SESN3	-0.688009288
DIAPH3	-0.200658019
FAM72D	1.089098462
FAM65B	0.014720902
TYMS	-0.12760539
ASPM	0.346262362
HERC6	4.060160028
TTK	0.351599729
KIF14	0.280699736
CENPI	-0.122603333
SHCBP1	0.219849719
CDC20	0.087626499
GINS2	0.134475545
C7orf68	-0.105200643
BUB1B	-0.103707314
PAK1IP1	-0.157797777
CCNA2	-0.223636281
MIR222	0.498621133
XRCC2	0.460450612
KLHL24	-0.715083098
NME1	-0.164276232
GEM	-0.457452693
MIR221	-0.000471118
BUB1	0.370052479
RNU5D	0.283445256
GK	-0.213920655
MCM4	-0.050864042
MX2	3.465888271
CD109	0.261073161
SKA3	0.046829557
PIK3IP1	-0.537060426
SEMA7A	-0.005146064
NAMPT	0.275063508
CCL3	0.652174596
C11orf82	0.034003967
POLE2	0.357070952
CENPE	0.29770047
KIF15	-0.066097144
GZMB	0.708891831
SLC7A5	-0.095092768
FAM40B	0.311409081
OAS1	4.270604972
IFI6	3.83692446
TOP2A	0.142720554
PMAIP1	0.133057594
MLF1IP	-0.003392752
IL17A	-0.028770441
KIF20A	0.012617397
SLC43A3	0.065357209
NDFIP2	-0.014566394
EGR1	-0.001948352
IL12RB2	1.012916988
GINS1	0.104489244
IFI44	3.886441691
NFIL3	0.371010783
HMMR	0.261911563
VSIG1	-0.858086149
CEP55	0.095351935
MX1	4.253369102
IRF4	0.166819578
MKI67	0.060888918
UHRF1	-0.292691648
CDKN3	-0.087281296
ODC1	-0.403489049
AURKA	0.078383444
SAMD9	2.604453129
NCAPG	0.214794634
CDC6	-0.08485272
TPX2	0.241456235
IFIT2	4.046334145
GZMK	0.093742965
RBBP8	-0.121326588
EGR3	-0.358594946
KIAA0101	-0.023106705
IL2RA	0.166312219
TNF	-0.123411163
IL23R	0.410460971
IL10	1.422786829
IL1A	0.193443502
KIF11	-0.022442138
SCD	0.676229382
CHEK1	0.109895225
LTA	-0.084371548
ESCO2	0.009592921
CCNB2	0.002761104
EGR2	0.249881745
DLGAP5	0.128807804
CXCL10	2.036719325
MYOF	0.51321065
CD200	-0.311010411
CCL20	-0.074521042
IFIT3	4.137043072
LYZ	0.400800504
NR4A3	-0.003325465
CSF2	-0.303234027
USP18	4.831360056
CDK1	0.424460261
IL21	0.466586347
IRF8	-0.069587645
IL9	-0.172025641
SLC27A2	0.14913538
TNFRSF9	-0.360101717
RSAD2	4.386871884
IFI44L	4.115783523
IFIT1	5.015612449
IL3	-0.529321728
TCP11L2	-0.262438911
IL22	0.010510442
CCL4L1	-0.109101281
CCL4	0.080083859
DTL	0.016976363
IFNG	0.289447779
MIR155	0.356092445
IL2	0.330062838
