#gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
C2CD2	271.5044478	0.643618902	0.0490142	13.13127427	2.18E-39	5.63E-39
XLOC_004195	258.8911875	1.073479234	0.081755569	13.13035006	2.21E-39	5.69E-39
6-Mar	1680.156563	0.205481806	0.015649782	13.13001092	2.22E-39	5.72E-39
SLC25A42	21.12266814	1.248853258	0.095120598	13.12915699	2.24E-39	5.78E-39
DDX17	4494.023294	0.392733583	0.029917017	13.1274314	2.29E-39	5.92E-39
RNASEL	992.3774966	-0.3691256	0.028121482	-13.1261076	2.33E-39	6.02E-39
SLC35B1	390.6358945	0.322261243	0.0245522	13.12555448	2.35E-39	6.06E-39
ZNF484	65.55406112	0.637477791	0.048575391	13.12347209	2.42E-39	6.23E-39
C11orf49	104.0507285	0.466281562	0.035531006	13.12322994	2.42E-39	6.25E-39
ARHGAP5	430.427748	-1.091691161	0.083197401	-13.12169791	2.47E-39	6.38E-39
CCDC73	15.25183838	0.93845057	0.071542931	13.11730668	2.62E-39	6.75E-39
UTP20	233.3202934	0.704061128	0.053682621	13.11525245	2.69E-39	6.94E-39
ELAC1	120.6093454	0.178586669	0.013617905	13.11410744	2.73E-39	7.04E-39
FBXL6	189.0125877	0.524150562	0.039972228	13.11286841	2.78E-39	7.16E-39
SNORD60	9.436049463	1.139510662	0.086901048	13.1127379	2.78E-39	7.17E-39
AHCYL1	2096.199861	0.205095148	0.015641309	13.11240302	2.80E-39	7.20E-39
SYNE1	633.2844373	0.646342654	0.049306988	13.1085406	2.94E-39	7.58E-39
TRIM13	415.6762604	0.47113781	0.035943299	13.10780643	2.97E-39	7.65E-39
ITGAD	8.148352494	1.359863354	0.103749975	13.10711982	3.00E-39	7.72E-39
ATP9B	377.8753604	0.460120772	0.035112887	13.10404284	3.12E-39	8.03E-39
DOK3	460.6122322	0.92356449	0.070488496	13.10234346	3.19E-39	8.22E-39
LOC646719	47.23412033	0.801071928	0.061144347	13.10132434	3.24E-39	8.32E-39
GPATCH2	188.9294974	0.271847049	0.020755472	13.09760853	3.40E-39	8.74E-39
APTX	310.5649011	0.237761683	0.018154645	13.09646574	3.45E-39	8.87E-39
NSL1	741.2663688	-0.269334136	0.020567368	-13.09521676	3.51E-39	9.02E-39
CLTCL1	20.17043254	1.027122963	0.078439603	13.09444367	3.54E-39	9.11E-39
SLC25A39	878.6449122	0.318410998	0.024333695	13.08518874	4.00E-39	1.03E-38
TUBG2	86.30647173	0.535592633	0.040936232	13.08358416	4.09E-39	1.05E-38
UBE2L3	1835.211732	0.204383186	0.015621483	13.08346917	4.09E-39	1.05E-38
L3HYPDH	98.40309821	0.604020647	0.046172728	13.08176204	4.19E-39	1.08E-38
IMP3	657.4465423	0.394720031	0.030183972	13.07714003	4.45E-39	1.14E-38
XLOC_009940	36.78119485	-1.07636542	0.082317099	-13.07584243	4.53E-39	1.16E-38
WIPF2	954.7672124	0.177117355	0.013545792	13.07545189	4.55E-39	1.17E-38
MRM1	31.41816991	0.858365602	0.065657846	13.0733134	4.68E-39	1.20E-38
CAPZB	5789.324548	0.205211492	0.015697282	13.07305864	4.69E-39	1.21E-38
ZNF582	43.05045061	0.487823385	0.037325333	13.06949843	4.92E-39	1.26E-38
DMD	51.99062253	-1.209318618	0.092540113	-13.06804776	5.01E-39	1.29E-38
DNAJC19	177.4845223	0.309954757	0.02372086	13.06675862	5.10E-39	1.31E-38
GRAMD1A	2335.986013	0.950007021	0.072708053	13.06604952	5.15E-39	1.32E-38
TMCO4	248.9581203	0.463004059	0.035436243	13.06583386	5.16E-39	1.32E-38
C5orf51	1473.062234	0.417882764	0.031992378	13.06194758	5.43E-39	1.39E-38
9-Sep	3337.446248	0.535178629	0.040973975	13.06142824	5.47E-39	1.40E-38
SPTLC1	1175.864958	0.213087372	0.016315736	13.06023691	5.56E-39	1.42E-38
WASH3P	163.2833521	0.45500628	0.034839219	13.06017469	5.56E-39	1.43E-38
CPSF1	872.1540733	0.583334226	0.044675048	13.0572713	5.78E-39	1.48E-38
HNRNPA3	4427.024809	0.261714563	0.020050701	13.05263883	6.14E-39	1.57E-38
GNPNAT1	66.74983937	0.803235384	0.061541241	13.05198539	6.19E-39	1.59E-38
ZNF585B	277.8038089	0.412316047	0.031594726	13.05015426	6.34E-39	1.63E-38
SLC6A6	5598.244116	-0.309855891	0.023746919	-13.04825674	6.50E-39	1.67E-38
RPL19	6596.255061	0.316298949	0.024243426	13.0467923	6.63E-39	1.70E-38
BC160930	19.64088525	0.846870093	0.064915254	13.04577952	6.72E-39	1.72E-38
SLC26A11	534.68181	0.964019091	0.073912195	13.04276103	6.99E-39	1.79E-38
SERPINF2	52.02828899	0.984665362	0.075508718	13.04041947	7.21E-39	1.85E-38
SH2D3C	124.7407639	0.981736721	0.075285711	13.04014672	7.23E-39	1.85E-38
MYL12B	5880.544327	-0.231730166	0.017775442	-13.03653432	7.58E-39	1.94E-38
HSDL2	680.9376785	-0.379117492	0.02909865	-13.02869694	8.40E-39	2.15E-38
SMARCD3	92.10741785	0.606324965	0.046551733	13.02475609	8.85E-39	2.26E-38
MMP17	35.3615825	0.987280239	0.075802485	13.02437824	8.89E-39	2.28E-38
ENO3	102.2899058	0.751441122	0.057695064	13.02435715	8.89E-39	2.28E-38
SLIT3	5.101174936	2.335360798	0.179374746	13.01945147	9.48E-39	2.43E-38
GCOM1	785.3026145	0.255367961	0.019620274	13.01551438	9.99E-39	2.55E-38
BC038201	9.881820018	0.764848138	0.058770185	13.01422034	1.02E-38	2.60E-38
CCDC12	251.9753752	0.324296378	0.024923997	13.01141121	1.05E-38	2.69E-38
ZZZ3	464.4867179	0.380308623	0.029230161	13.0108287	1.06E-38	2.71E-38
CYBA	3282.812893	-0.427459502	0.032862632	-13.00746392	1.11E-38	2.84E-38
CSTF2	226.4004013	0.494494698	0.038018389	13.00672429	1.12E-38	2.86E-38
VARS	755.7373786	0.627955665	0.048286942	13.00466844	1.15E-38	2.94E-38
AK126532	210.7052518	0.514707773	0.039588096	13.00157945	1.20E-38	3.06E-38
SLC26A5	12.64825983	-1.702593355	0.131019757	-12.994936	1.31E-38	3.34E-38
ZNF600	215.4245677	-0.630291712	0.048512167	-12.99244599	1.35E-38	3.45E-38
SLC38A10	1508.30938	0.276489799	0.021286061	12.98924183	1.41E-38	3.60E-38
LRRC33	1941.96297	-0.535100779	0.041196042	-12.98913089	1.41E-38	3.60E-38
COX14	302.3125778	0.395153973	0.030423124	12.98860622	1.42E-38	3.62E-38
CHCHD6	15.93458894	0.714991376	0.055071198	12.98303658	1.53E-38	3.90E-38
REEP6	17.73084772	0.897333649	0.069138443	12.97879451	1.61E-38	4.12E-38
KLF4	4785.564317	0.94895487	0.073139845	12.97452661	1.71E-38	4.35E-38
SCAF1	585.5470778	0.29276615	0.022579976	12.96574203	1.91E-38	4.88E-38
XLOC_005727	43.23154068	-0.723604554	0.055809588	-12.9655956	1.92E-38	4.89E-38
KRBA2	26.19970293	0.558343134	0.043065657	12.96492779	1.93E-38	4.93E-38
RRP7A	638.7550951	0.539078475	0.041585293	12.96320016	1.98E-38	5.04E-38
ZNF263	331.4907801	0.282436791	0.021798988	12.95641741	2.16E-38	5.51E-38
BC040577	9.357022839	0.967062518	0.074664156	12.95216567	2.28E-38	5.82E-38
RAVER1	781.7540493	0.500667194	0.038657848	12.95124327	2.31E-38	5.89E-38
WDR82	2621.073703	0.208043933	0.016063964	12.9509714	2.32E-38	5.91E-38
ALG11	24.55829109	-0.828638907	0.063988168	-12.9498771	2.35E-38	6.00E-38
C12orf76	155.8978489	-0.630008071	0.048650759	-12.94960421	2.36E-38	6.02E-38
PEAK1	2819.786623	-0.876871155	0.067724424	-12.94763552	2.42E-38	6.17E-38
MEF2C	377.7312741	-0.970525537	0.074981662	-12.94350522	2.56E-38	6.51E-38
GALNT7	712.2135933	0.545089046	0.042114785	12.94293802	2.58E-38	6.56E-38
TMEM209	254.0020598	0.409405614	0.031631757	12.94286664	2.58E-38	6.56E-38
CAPRIN2	263.1977457	0.623776428	0.048196402	12.94238585	2.59E-38	6.60E-38
ABR	6895.837508	0.295139865	0.022804374	12.94224816	2.60E-38	6.61E-38
ALAD	565.8686812	0.649429278	0.050181718	12.94155134	2.62E-38	6.67E-38
TGIF1	2696.684241	-0.636036183	0.049150137	-12.94067986	2.65E-38	6.75E-38
ADAMTS14	310.8533999	1.628397573	0.125840514	12.94016945	2.67E-38	6.79E-38
LAMB1	92.62527366	-1.168162572	0.090276024	-12.93989838	2.68E-38	6.82E-38
TUBB	17381.68739	0.39918967	0.030850498	12.93948891	2.69E-38	6.85E-38
ZNF619	210.2442974	-0.279716933	0.021619432	-12.93821868	2.74E-38	6.96E-38
CLEC3B	9.24490958	1.462229744	0.113072541	12.9317846	2.98E-38	7.57E-38
RNF139	259.6290898	-0.445644181	0.034463435	-12.93092753	3.01E-38	7.65E-38
RPRD1A	623.6052817	-0.332563631	0.025723943	-12.92817465	3.12E-38	7.93E-38
FANCE	32.82115558	0.909729881	0.070368975	12.92799671	3.13E-38	7.95E-38
EXPH5	6.338343121	-2.086283584	0.161393633	-12.92667836	3.18E-38	8.09E-38
CERS5	687.6852451	0.352291662	0.027254561	12.92597092	3.21E-38	8.16E-38
P2RY14	192.6549773	-1.727079563	0.133718085	-12.91582631	3.66E-38	9.31E-38
ATE1	389.4781921	0.301562524	0.023349804	12.9149918	3.70E-38	9.41E-38
CXCR2P1	6427.10129	-0.754709366	0.058440504	-12.91414878	3.75E-38	9.51E-38
DHCR24	2018.071264	0.806310339	0.062440201	12.91332059	3.79E-38	9.61E-38
MORC4	23.75356603	0.779070573	0.060358653	12.90735519	4.09E-38	1.04E-37
CAPN5	10.68140974	1.198561515	0.092886615	12.9034901	4.30E-38	1.09E-37
U2AF1	723.061941	0.300966771	0.023324728	12.90333454	4.31E-38	1.09E-37
NUBPL	48.31002741	0.6275086	0.0486318	12.90325679	4.31E-38	1.09E-37
CAMKMT	45.42837919	0.700215364	0.05427224	12.9019064	4.39E-38	1.11E-37
FANCD2	296.7964336	0.774030847	0.060000621	12.9003806	4.48E-38	1.14E-37
DCTN5	1324.746579	0.544370543	0.042200665	12.89957264	4.53E-38	1.15E-37
NT5C1B-RDH14	75.71090665	-0.653449535	0.050675324	-12.89482687	4.81E-38	1.22E-37
CEP170B	43.39030603	0.893231014	0.06927971	12.89311141	4.92E-38	1.25E-37
FBXL16	1.990758499	1.920370444	0.148969647	12.8910183	5.06E-38	1.28E-37
C19orf12	689.7475238	-0.683872295	0.053052263	-12.8905396	5.09E-38	1.29E-37
XLOC_002656	84.42546269	-1.857136999	0.144113107	-12.88666267	5.35E-38	1.36E-37
LOC100133669	5.47171873	-1.581067222	0.122716834	-12.88386582	5.55E-38	1.41E-37
FAM19A4	1.380443882	2.135881144	0.165802888	12.88205027	5.68E-38	1.44E-37
SPTLC3	54.60160864	1.362177299	0.105746239	12.88156731	5.72E-38	1.45E-37
TTC23L	1.409004529	2.686521125	0.208645566	12.87600389	6.14E-38	1.56E-37
DCUN1D4	207.0350738	0.613645317	0.047659109	12.87571955	6.17E-38	1.56E-37
THAP8	66.62234756	0.471259224	0.036603414	12.87473403	6.25E-38	1.58E-37
ZBTB9	77.54477122	0.545001292	0.042334782	12.87360567	6.34E-38	1.60E-37
DTX4	442.3010272	-0.885055755	0.068791985	-12.86568121	7.02E-38	1.78E-37
MROH1	458.3116611	0.387278219	0.030126287	12.85515923	8.05E-38	2.04E-37
XLOC_000958	25.66628761	-1.132422872	0.088102585	-12.85345796	8.22E-38	2.08E-37
KIAA1211	58.01675737	1.331231394	0.103574277	12.85291512	8.28E-38	2.10E-37
YWHAH	3025.148966	-0.514762843	0.040056891	-12.85079386	8.51E-38	2.15E-37
C9orf139	207.4930707	0.604576973	0.047047177	12.85044103	8.55E-38	2.16E-37
AP3B1	1930.870559	0.268955167	0.020932176	12.84888727	8.73E-38	2.21E-37
TELO2	226.2778509	0.494217351	0.0384934	12.83901539	9.91E-38	2.51E-37
PDCL	491.9606368	0.243811687	0.01899948	12.83254521	1.08E-37	2.72E-37
PMPCB	763.561124	0.244193184	0.019029886	12.83208872	1.08E-37	2.74E-37
F8	228.0817241	0.59467176	0.046342812	12.83201715	1.09E-37	2.74E-37
FBXW7	245.3781904	0.277175996	0.021600402	12.83198324	1.09E-37	2.74E-37
TMEM107	84.01712817	0.453221253	0.035323783	12.83048449	1.11E-37	2.80E-37
WBSCR16	462.9907581	0.334939396	0.026119837	12.82318108	1.22E-37	3.07E-37
LRRC63	7.715896071	1.093121788	0.085246649	12.82304701	1.22E-37	3.08E-37
ZMYND12	6.820826895	1.035593194	0.08076411	12.8224429	1.23E-37	3.10E-37
RIN3	602.8967979	0.790055377	0.061624642	12.82044565	1.26E-37	3.18E-37
ZDHHC20	1550.795029	0.312847662	0.024410431	12.81614669	1.33E-37	3.36E-37
ATP2A3	1425.677929	0.80048602	0.062462555	12.8154543	1.34E-37	3.39E-37
NXN	32.05466843	-1.335169423	0.104205209	-12.81288565	1.39E-37	3.50E-37
LOC339874	40.22929024	0.699377972	0.054589681	12.81154173	1.41E-37	3.56E-37
PPIP5K1	307.4652434	0.420611903	0.032831946	12.81105615	1.42E-37	3.59E-37
VEGFB	413.2092969	0.546447906	0.042671448	12.80593783	1.52E-37	3.83E-37
DSEL	21.89434795	1.315345069	0.102744606	12.80208393	1.60E-37	4.03E-37
ALOX15P1	13.69244241	1.112198391	0.086899862	12.79862094	1.67E-37	4.21E-37
RPL34	2173.043229	0.374881736	0.029294101	12.79717512	1.70E-37	4.29E-37
DNAJB12	1044.310968	-0.189411068	0.014801233	-12.79697934	1.70E-37	4.30E-37
XLOC_001354	1103.836893	-2.181261643	0.170467638	-12.79575211	1.73E-37	4.36E-37
PPAP2A	370.7704424	0.838682816	0.065549429	12.79466244	1.76E-37	4.43E-37
STX18	455.557401	-0.277693498	0.021706597	-12.79304611	1.79E-37	4.52E-37
C19orf44	7.961098985	1.043379753	0.081570149	12.79119591	1.84E-37	4.63E-37
SEC31B	864.0196219	0.284849154	0.022269474	12.7910139	1.84E-37	4.64E-37
LSM10	54.19597337	-0.594905516	0.046523429	-12.78722414	1.93E-37	4.87E-37
IFFO2	868.9393089	0.715203473	0.055940358	12.78510723	1.99E-37	5.00E-37
PTGS2	11179.93597	-1.090429626	0.085291412	-12.78475289	1.99E-37	5.02E-37
URGCP	128.1440961	1.594513511	0.124724109	12.78432474	2.01E-37	5.05E-37
LYPLA1	1412.299268	0.343087049	0.026840395	12.78248876	2.05E-37	5.17E-37
SEPT7P2	90.00193262	0.465649353	0.036434574	12.7804255	2.11E-37	5.31E-37
LOC645513	51.49372894	0.610254007	0.047761209	12.77718937	2.20E-37	5.53E-37
HNRNPC	9485.102809	0.314127741	0.024588319	12.77548687	2.25E-37	5.65E-37
MAFA	1.502054425	2.721395863	0.213075732	12.77196532	2.35E-37	5.91E-37
ZNF48	52.80219005	0.638443016	0.049989704	12.77149022	2.37E-37	5.95E-37
LIN54	268.4375147	0.46743922	0.036603197	12.77044785	2.40E-37	6.03E-37
CA5B	60.68019521	0.481050154	0.037671967	12.76944605	2.43E-37	6.11E-37
KLHL21	512.5518688	0.56372351	0.044151254	12.76800669	2.47E-37	6.22E-37
LSM6	212.6572569	0.467644885	0.036626791	12.7678366	2.48E-37	6.23E-37
FMNL1	5075.254636	-0.270277877	0.021169622	-12.76725095	2.50E-37	6.28E-37
RGL3	5.922666269	1.653326504	0.129524778	12.76455767	2.59E-37	6.50E-37
RBM48	189.38283	0.244786444	0.019177493	12.76425689	2.60E-37	6.52E-37
XLOC_010705	135.7529172	0.776015385	0.060812319	12.76082541	2.71E-37	6.81E-37
DCAF15	389.4397936	0.283890332	0.022248864	12.75976768	2.75E-37	6.91E-37
ZNF512	348.0235285	0.314106568	0.024617923	12.75926365	2.77E-37	6.95E-37
LBR	1235.844204	-0.465645233	0.036495764	-12.75888454	2.78E-37	6.98E-37
ZC3H4	1205.522569	-0.294836272	0.023109481	-12.7582385	2.80E-37	7.04E-37
PIGN	838.5503596	0.435557687	0.03414005	12.75796875	2.81E-37	7.06E-37
DIS3	963.1898633	0.218157498	0.017099785	12.75790871	2.82E-37	7.07E-37
MNF1	146.9592396	0.592815606	0.046469313	12.75714152	2.84E-37	7.14E-37
RPS11	7833.98009	0.285939722	0.022415807	12.75616463	2.88E-37	7.23E-37
SDHC	1399.133436	0.276155802	0.021651671	12.75447964	2.94E-37	7.38E-37
MEMO1	989.9635519	-0.224199084	0.017585696	-12.74894552	3.16E-37	7.92E-37
LOC100505812	258.9057974	-0.366032828	0.028716624	-12.74637395	3.27E-37	8.19E-37
GPR85	18.52614249	1.318293423	0.103448259	12.74350516	3.39E-37	8.49E-37
PURA	194.7093023	0.509557787	0.040005957	12.73704772	3.68E-37	9.23E-37
NLE1	59.47261852	0.943680353	0.074121143	12.73159471	3.95E-37	9.89E-37
CRYGS	13.56632836	0.738678849	0.058029159	12.72944268	4.06E-37	1.02E-36
PDE4B	1709.047267	-1.097183398	0.086194416	-12.72917029	4.07E-37	1.02E-36
SDPR	380.7044468	1.202016276	0.094437223	12.72820444	4.12E-37	1.03E-36
ALKBH8	96.72219894	0.431193995	0.033879486	12.72728849	4.17E-37	1.04E-36
RPS8	6748.317226	0.452377545	0.035547029	12.72617026	4.23E-37	1.06E-36
FAM110B	87.72970322	1.05827319	0.083157798	12.72608476	4.24E-37	1.06E-36
SESTD1	741.7710416	-0.395647082	0.031090283	-12.72574742	4.25E-37	1.07E-36
TBC1D16	286.0012149	0.47450321	0.037289349	12.72489925	4.30E-37	1.08E-36
AX747401	14.60849477	1.410604821	0.110929209	12.71626142	4.80E-37	1.20E-36
CMBL	33.49696231	1.316016324	0.103491345	12.71619696	4.81E-37	1.20E-36
RAPH1	330.9027511	0.77958232	0.061311261	12.71515709	4.87E-37	1.22E-36
LRFN3	45.98675038	0.712776071	0.056080519	12.70986933	5.21E-37	1.30E-36
FHOD1	2330.335824	1.126037881	0.088638117	12.70376578	5.64E-37	1.41E-36
FMNL2	3116.591329	-0.605569674	0.04766925	-12.70357033	5.65E-37	1.41E-36
SPNS1	596.54966	0.544284586	0.04285774	12.6997968	5.93E-37	1.48E-36
HLCS	192.7285656	0.643451015	0.050668259	12.69929205	5.97E-37	1.49E-36
RIOK2	398.9084601	0.303536081	0.023905423	12.69737334	6.11E-37	1.53E-36
REM2	8.725335088	1.173635343	0.092438436	12.69639989	6.19E-37	1.55E-36
KLK10	9.47753545	-1.818606655	0.143267137	-12.69381587	6.40E-37	1.60E-36
XLOC_010121	15285.58483	-4.466819456	0.351890727	-12.69376859	6.40E-37	1.60E-36
CELSR3	451.7687514	0.465630933	0.036691392	12.69046788	6.68E-37	1.67E-36
LEPREL2	7.940257055	1.139026442	0.089755612	12.69030894	6.69E-37	1.67E-36
PSENEN	589.8420927	0.227166763	0.017905729	12.68681986	7.00E-37	1.75E-36
CYTH1	4597.779053	-0.268515661	0.021167601	-12.68521919	7.14E-37	1.78E-36
RHOBTB3	147.7400193	-0.574839715	0.045317743	-12.6846501	7.19E-37	1.80E-36
ZFR	1892.349263	0.155772879	0.012280899	12.68415931	7.24E-37	1.81E-36
RAC1	8692.465826	-0.319411597	0.025188571	-12.68081468	7.55E-37	1.89E-36
SERTM1	3.383345033	2.300941493	0.181472485	12.67928576	7.70E-37	1.92E-36
KIAA0825	22.15670775	0.602478297	0.047541287	12.67273839	8.37E-37	2.09E-36
XLOC_009590	14.24843058	-0.932194093	0.073566836	-12.67139023	8.52E-37	2.13E-36
ALS2CR11	4.462986476	-5.040526626	0.397936021	-12.66667594	9.05E-37	2.26E-36
TLR5	80.07699936	1.382040957	0.109117929	12.66557178	9.17E-37	2.29E-36
XLOC_000507	54.91725721	-2.44991317	0.193544175	-12.65816019	1.01E-36	2.51E-36
MEF2D	710.809179	0.516749635	0.040826446	12.65722805	1.02E-36	2.54E-36
OXLD1	18.00062415	0.862589668	0.068162046	12.65498493	1.05E-36	2.62E-36
EP400NL	82.98782326	0.476490581	0.037653447	12.6546338	1.05E-36	2.63E-36
MPC1	388.1592374	0.325330361	0.025710871	12.65341671	1.07E-36	2.67E-36
BDNF-AS	12.13257677	0.72353373	0.057185453	12.65240872	1.08E-36	2.70E-36
EID2B	14.04989856	0.642571005	0.050790203	12.65147539	1.10E-36	2.74E-36
PLEKHM3	440.5907403	0.50252688	0.039747681	12.64292332	1.22E-36	3.05E-36
TES	1238.599973	0.560920039	0.044367573	12.64256749	1.23E-36	3.06E-36
JMJD1C	2446.528275	-0.525493606	0.041567441	-12.64195231	1.24E-36	3.09E-36
C2orf66	13.91534561	-1.884888448	0.149115148	-12.64048941	1.26E-36	3.14E-36
RNF141	138.3222445	0.567598799	0.044924087	12.63462063	1.36E-36	3.39E-36
XLOC_005498	78.28473874	0.460517996	0.036457675	12.63157882	1.41E-36	3.52E-36
ZNF567	95.69860267	0.417232854	0.033048599	12.62482708	1.54E-36	3.83E-36
KLHDC8B	136.5963813	-1.095254231	0.08679144	-12.61938084	1.65E-36	4.11E-36
CDCA7L	119.5999398	1.190607988	0.094378793	12.61520671	1.74E-36	4.33E-36
CALCRL	1683.547211	1.283477845	0.101764409	12.61224683	1.81E-36	4.50E-36
PITX1	102.1990461	-1.088674381	0.086375423	-12.60398318	2.01E-36	4.99E-36
LOC253039	481.8806905	0.802039964	0.063640369	12.60269183	2.04E-36	5.08E-36
COL24A1	163.5804412	1.069228854	0.084848741	12.6015877	2.07E-36	5.15E-36
ABHD2	1442.509494	0.787659929	0.062514649	12.59960581	2.12E-36	5.28E-36
FADS3	223.2791933	0.729500921	0.057909311	12.59729921	2.18E-36	5.43E-36
COG3	550.238975	0.260303562	0.02066484	12.59644674	2.21E-36	5.49E-36
DHX38	972.9063227	0.231228662	0.018364315	12.59119475	2.36E-36	5.87E-36
EME2	27.67036828	0.71991762	0.057178183	12.59077477	2.37E-36	5.90E-36
XLOC_010363	189.933234	-2.356955279	0.187224806	-12.58890493	2.43E-36	6.04E-36
DOHH	66.29074734	0.533909722	0.042412551	12.58848396	2.44E-36	6.07E-36
MCCC2	691.0863499	0.426853537	0.033911468	12.5872915	2.48E-36	6.16E-36
ZNF639	255.2422436	0.31847658	0.025301752	12.58713548	2.49E-36	6.17E-36
KCTD21	193.7360873	0.471316135	0.037447648	12.58600116	2.52E-36	6.26E-36
DRAM1	5146.311861	-1.009774196	0.080237264	-12.58485325	2.56E-36	6.35E-36
TAF7	1652.498361	0.241453052	0.019186087	12.58479929	2.56E-36	6.35E-36
MTMR12	672.8224353	0.397239781	0.031567888	12.5836669	2.60E-36	6.44E-36
BMP2K	5062.712655	0.360966986	0.028696914	12.5785995	2.77E-36	6.87E-36
CIRBP	2150.799997	0.294203138	0.023397875	12.57392562	2.94E-36	7.29E-36
CCT8	3096.990419	0.342380618	0.027230926	12.57322703	2.96E-36	7.35E-36
BX647792	18.61765087	-0.933111904	0.074225727	-12.57127329	3.04E-36	7.53E-36
FHL2	47.85251758	1.531460886	0.121843593	12.56907197	3.12E-36	7.75E-36
TOP3A	1351.249425	-0.448602875	0.035695568	-12.56746714	3.19E-36	7.90E-36
UGT3A2	5.01456395	-2.273966847	0.180941284	-12.5674296	3.19E-36	7.91E-36
TRUB1	259.152195	0.359428931	0.028600157	12.56737597	3.19E-36	7.91E-36
ACOX3	1393.973279	0.772536034	0.061481499	12.56534158	3.27E-36	8.12E-36
TBCCD1	167.2002383	0.243167886	0.019354871	12.56365303	3.35E-36	8.29E-36
NEO1	20.42892813	-1.075168237	0.08558832	-12.56209062	3.41E-36	8.45E-36
RHO	20.18593799	1.78014882	0.141708474	12.56204918	3.41E-36	8.46E-36
ZNF574	267.9523068	-0.325786793	0.025939178	-12.55964203	3.52E-36	8.72E-36
ELOVL5	2899.320942	0.39161443	0.031191844	12.55502642	3.73E-36	9.24E-36
PHLDA2	288.0278194	-0.891636366	0.071037849	-12.55156769	3.90E-36	9.65E-36
NBEA	112.1595661	0.535699195	0.042692503	12.54785161	4.08E-36	1.01E-35
MAP10	44.65204332	0.572281702	0.045612261	12.54666364	4.15E-36	1.03E-35
RPL36	1527.946429	0.305455523	0.024349125	12.54482555	4.24E-36	1.05E-35
XLOC_001963	5049.594079	0.485615593	0.038711275	12.54455186	4.26E-36	1.05E-35
MAP1LC3B	757.9698239	0.303144447	0.024166619	12.54393297	4.29E-36	1.06E-35
OTUD1	16125.68629	-0.737132905	0.058772169	-12.54221042	4.39E-36	1.09E-35
TECR	604.591395	0.440582533	0.035130951	12.54115022	4.44E-36	1.10E-35
XLOC_005390	74.04977457	1.088957455	0.086833232	12.54079148	4.47E-36	1.10E-35
H2AFZ	1632.806197	0.576539432	0.04597905	12.53917657	4.56E-36	1.13E-35
AK023040	53.247513	0.576999152	0.046047368	12.53055674	5.08E-36	1.26E-35
ANKRD18A	22.78443249	0.864550069	0.068996071	12.53042475	5.09E-36	1.26E-35
JMY	125.3655914	1.220204857	0.097416642	12.52563044	5.41E-36	1.34E-35
XLOC_008806	99.30870202	-1.600475823	0.127792831	-12.52398751	5.52E-36	1.36E-35
ANKRD20A9P	210.1034669	-0.738149159	0.058959758	-12.51954195	5.84E-36	1.44E-35
DCTN3	308.2142907	0.290373326	0.023198229	12.51704705	6.02E-36	1.49E-35
CCDC57	40.98806876	0.713787188	0.057036819	12.51449848	6.22E-36	1.54E-35
RPL3	10600.6415	0.406528194	0.032489128	12.51274552	6.36E-36	1.57E-35
ORC2	174.5703642	0.541533127	0.043289506	12.50957065	6.62E-36	1.63E-35
XLOC_010701	34.54800821	1.091317403	0.08726691	12.50551216	6.96E-36	1.72E-35
C19orf70	243.9325661	0.378931685	0.030303071	12.50472902	7.03E-36	1.74E-35
ZNF460	329.9418923	0.350523335	0.028035368	12.50289774	7.20E-36	1.78E-35
BUD13	291.6014044	0.285834796	0.022863324	12.50189161	7.29E-36	1.80E-35
FAM171A1	25.22987056	1.766142497	0.141271872	12.50172789	7.30E-36	1.80E-35
DGKG	69.00449113	-1.102484678	0.088188725	-12.50142439	7.33E-36	1.81E-35
NUP98	3626.072506	0.254248028	0.020342453	12.49839605	7.62E-36	1.88E-35
NDUFS5	779.7569623	0.444199687	0.035542115	12.49784055	7.67E-36	1.89E-35
TRMT2B	144.0239458	0.335710793	0.026867345	12.49512329	7.94E-36	1.96E-35
XLOC_004439	15.71352141	1.301962638	0.104215693	12.49296152	8.16E-36	2.01E-35
RHOBTB2	221.9466024	0.555849108	0.044500531	12.49084201	8.38E-36	2.07E-35
BRAF	541.9998104	0.301220095	0.02412578	12.48540315	8.97E-36	2.21E-35
ANKRD20A5P	209.1176997	-1.127843775	0.090358447	-12.48188538	9.37E-36	2.31E-35
DGCR2	604.3871029	0.360438445	0.028878842	12.4810561	9.47E-36	2.33E-35
ZNF491	21.80906447	0.627833581	0.050306998	12.48004472	9.59E-36	2.36E-35
LOC100506804	3.126727671	1.308723202	0.104867898	12.47973142	9.63E-36	2.37E-35
CCDC97	627.4419997	-0.23326899	0.018694833	-12.47772514	9.88E-36	2.43E-35
TANGO6	307.1705373	0.380653274	0.030526509	12.46959714	1.09E-35	2.69E-35
CDKN2AIPNL	80.56896036	0.522074641	0.041870859	12.46868715	1.11E-35	2.72E-35
PDSS1	673.2374719	0.951890346	0.076354372	12.4667431	1.13E-35	2.79E-35
GATM	788.223004	0.899015304	0.072122757	12.4650712	1.16E-35	2.85E-35
QPRT	4403.241105	0.928436609	0.074487599	12.46431109	1.17E-35	2.88E-35
EFNA4	8.071212663	1.292259143	0.103687768	12.46298544	1.19E-35	2.92E-35
TRAF2	489.9892549	-0.428551973	0.034390618	-12.46130472	1.21E-35	2.99E-35
